"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
35,33,1,3,9220,304307,695814,94.63,4.98,2497,171,FALSE
37,NA,0,1,2382,48910,172141,31.27,4.28,402,160,FALSE
30,34,0,1,5442,106239,332290,42.11,4.13,1085,120,FALSE
39,37,1,1,7411,253401,649921,113.01,5.15,2078,174,FALSE
34,31,0,2,4325,178050,425834,46.58,4.14,987,283,FALSE
37,41,0,2,8456,71099,397050,64.03,4.73,1659,48,FALSE
40,45,1,3,9284,216820,366511,56.11,5.43,2539,109,FALSE
35,27,0,2,7337,77458,672998,101.6,4.64,1547,56,FALSE
41,41,0,3,8229,209011,563307,98.12,5.52,2493,107,FALSE
37,36,1,1,7663,304142,651400,110.82,4.62,2602,156,FALSE
29,NA,1,1,4988,139847,404141,59.74,4.45,1707,98,FALSE
36,38,1,2,11681,210736,710213,142.9,4.57,3711,65,FALSE
39,NA,0,1,3916,131662,440011,85.99,4.9,1354,125,FALSE
25,23,0,3,3081,49351,329800,54.93,4.75,599,100,FALSE
39,40,1,2,7481,85882,616728,84,5.29,2166,44,FALSE
37,35,1,2,9527,240630,1160669,174.17,5.14,2782,109,FALSE
44,40,1,3,15583,595819,1142146,196.38,4.09,3877,219,FALSE
36,NA,1,1,3519,79884,241684,56.76,4.8,1076,89,FALSE
34,32,1,1,6130,59535,278183,53.2,4.26,1978,32,TRUE
33,30,0,2,5574,57348,207748,33.47,4.11,1018,63,FALSE
37,37,1,2,8386,185550,564521,98.4,4.67,1835,129,FALSE
34,NA,0,1,4212,148660,163789,28.22,5.11,1304,157,TRUE
38,37,1,2,6777,99315,228126,35.21,5.35,1592,74,FALSE
43,42,1,1,16541,323886,687392,109.93,4.77,4603,83,FALSE
35,33,1,2,12024,137655,629458,95.07,4.87,2825,55,FALSE
35,31,0,2,6306,82126,342274,53.69,4.82,2204,41,TRUE
29,NA,0,0,3218,49267,313174,72.36,4.15,494,123,FALSE
32,30,1,3,12857,394755,530845,94.49,4.32,3801,131,FALSE
35,NA,0,0,4493,249375,419629,60.64,4.5,1523,255,TRUE
30,NA,0,1,2179,61326,273739,47.89,4.68,350,296,FALSE
27,25,0,0,5478,155458,268469,45.9,4.61,2264,80,TRUE
36,34,1,2,5220,160253,238818,33.76,4.53,1519,135,TRUE
43,39,1,2,12701,447215,927600,181.42,5.41,3364,204,FALSE
42,NA,0,1,4981,114195,171801,27.37,5.44,714,286,FALSE
42,44,1,2,13043,36010,462703,83.19,4.84,3420,11,FALSE
37,NA,0,1,3926,156238,235522,42.05,5.16,1197,193,TRUE
26,24,1,2,7176,282921,435717,86.11,5.55,1622,357,FALSE
38,37,1,2,8555,56417,357069,48.22,5.04,2266,27,FALSE
31,31,1,2,10937,178424,677295,121.75,4.62,2301,93,FALSE
30,NA,0,1,3294,114386,338886,40.81,4.6,730,240,FALSE
24,28,1,3,10278,138214,1004648,135.58,4.82,1980,83,FALSE
39,38,1,2,10871,175990,601701,119.48,4.84,2828,72,FALSE
33,NA,1,2,4849,79022,246230,41.21,4.41,931,102,FALSE
40,39,1,3,9977,78962,485901,73.89,4.57,2208,39,FALSE
38,38,1,1,12585,549929,1199596,144.46,4.74,3641,231,FALSE
29,NA,1,1,5300,203841,266711,41.14,4.48,2598,94,TRUE
34,35,0,2,8441,323194,515716,80.77,4.79,2778,157,TRUE
40,41,1,1,6727,270330,369469,46.34,5.18,1950,212,TRUE
28,26,1,2,6256,14010,209674,55.72,5.06,1292,12,FALSE
34,30,1,1,8670,151015,655374,97.89,4.41,2120,83,FALSE
38,38,0,2,6023,275986,429746,65.6,4.54,1577,288,TRUE
31,NA,0,0,3631,88533,267852,41.78,4.59,1132,94,FALSE
36,32,1,0,12607,483641,753419,105.05,4.65,3469,201,FALSE
39,NA,0,0,3908,158148,209409,28.31,4.04,1082,202,TRUE
30,31,1,2,6958,270844,752763,127.07,4.92,1759,244,FALSE
36,33,0,2,9357,82894,747219,98.37,4.32,1912,48,FALSE
32,25,0,2,4863,142660,328665,50.94,4.67,1395,131,TRUE
31,30,0,1,10991,350917,865205,93.84,4.82,2890,167,FALSE
48,NA,1,2,5800,91073,378159,56.67,5.45,990,120,FALSE
36,32,0,2,9220,139552,334724,61.94,5.51,2933,54,FALSE
45,NA,1,1,7628,371844,659879,72.73,4.22,2052,289,FALSE
30,36,1,2,18116,555857,1302361,172.27,4.73,3863,213,FALSE
24,NA,0,0,2608,56088,232890,36.04,4.72,337,271,FALSE
38,39,1,3,15195,309934,650405,112.8,4.43,3097,126,FALSE
39,38,1,2,6974,91283,493640,70,4.62,1742,59,FALSE
45,NA,0,1,6372,290659,616406,100.49,4.84,1790,265,FALSE
45,45,1,3,16518,302861,1236382,199.9,5.02,4001,92,FALSE
29,NA,0,1,2224,26250,198100,28.43,4.45,608,48,FALSE
33,31,1,2,5584,129382,251215,42.95,5.03,1765,88,TRUE
39,42,0,3,6678,62668,635846,89.72,5.36,1489,47,FALSE
35,33,1,2,5090,99314,226940,39.8,5.28,1070,120,FALSE
34,29,1,2,9607,213562,409157,70.52,5.25,1934,152,FALSE
39,33,1,3,8608,129339,398766,64.84,4.87,2231,67,FALSE
27,28,0,2,3257,89768,181023,29.55,5.39,769,166,TRUE
38,42,1,2,8461,339484,851387,114.02,4.73,1900,310,FALSE
39,NA,0,0,3041,58079,214146,27.55,5.26,999,68,FALSE
38,33,1,1,11080,367426,740561,123.16,4.83,3170,157,FALSE
38,38,1,1,12307,445960,973162,113.9,4.67,3280,194,FALSE
38,42,1,3,6979,161262,865693,142.01,5.32,1431,157,FALSE
31,NA,1,0,5294,262219,384553,54.3,4.5,1728,225,FALSE
40,30,0,2,4679,61055,217216,27.22,4.69,993,71,FALSE
32,33,1,2,4948,17985,253504,33.55,4.63,1231,16,FALSE
33,34,1,2,13866,274468,507622,120.92,5.05,3237,106,FALSE
35,NA,0,3,3862,14303,165441,30.19,4.86,1501,10,FALSE
29,NA,1,0,5046,93117,324455,52.62,5.72,787,175,FALSE
31,NA,1,0,2354,72186,186754,31.75,4.36,504,203,FALSE
30,26,0,3,6189,156277,450820,57.4,5.42,1250,185,FALSE
36,NA,1,2,5814,134400,239081,36.54,4.94,1224,147,FALSE
33,33,0,0,7335,218964,465191,79.02,5.02,1794,172,FALSE
38,32,1,3,5703,48605,227208,42.06,4.94,1449,37,FALSE
33,25,0,0,5649,29620,179942,33.49,4.72,2243,14,FALSE
31,25,1,2,8128,152875,510465,86.74,5.77,2150,88,FALSE
25,NA,1,1,2822,113993,244125,30.82,5.05,682,290,FALSE
40,NA,1,2,6403,191944,424385,65,5.25,1148,302,FALSE
23,15,1,1,5679,35911,258138,60.81,5.09,1375,28,FALSE
30,NA,0,1,3558,119037,172188,29.55,5.11,878,203,FALSE
37,36,1,2,15927,838284,1008316,174.57,4.48,4751,289,FALSE
31,NA,1,0,6390,88023,299870,51.33,5.53,1315,81,FALSE
29,25,1,1,6884,188321,431852,62.76,4.6,2470,91,FALSE
41,42,1,3,10535,101005,771660,113.68,4.37,2374,47,FALSE
32,29,0,3,4337,137346,294876,51.86,4.61,1229,147,TRUE
33,33,1,1,8895,82211,466617,90.87,5.45,2807,32,FALSE
41,NA,0,2,4378,106660,224458,28.28,4.95,869,172,FALSE
37,36,1,2,13161,375073,624236,91.84,4.6,2538,219,FALSE
36,34,1,2,6383,276281,467530,77.38,5.03,1901,225,TRUE
38,38,1,2,9995,148722,510679,109.4,4.93,1930,93,FALSE
43,38,1,3,8488,250616,546826,51.68,4.3,3006,100,TRUE
38,33,1,2,10374,501824,601376,117.94,4.59,2591,354,FALSE
37,NA,0,1,6234,102276,437818,55.12,4.41,1325,91,FALSE
31,NA,0,2,3257,145703,201452,42.18,5.63,858,341,TRUE
41,35,1,2,13815,407380,1383808,180.89,4.92,2817,220,FALSE
33,NA,1,1,5117,188861,628289,79.05,4.7,1469,180,FALSE
35,36,1,1,6103,41408,388018,65.61,5.04,2424,18,FALSE
35,NA,0,2,3421,81818,187445,28.9,5.5,1260,78,TRUE
40,NA,1,2,5174,115591,709662,104.27,4.68,1383,102,FALSE
26,31,1,2,8594,124311,389572,72.25,4.25,2665,52,FALSE
35,34,1,1,14794,213388,620878,107.53,4.74,2692,96,FALSE
30,29,1,2,10375,195907,546177,82.33,4.79,2038,122,FALSE
32,34,1,3,7156,221579,454469,77.9,4.73,1706,183,TRUE
27,20,0,2,9118,180009,577693,92.49,4.58,2100,105,FALSE
31,NA,1,2,6497,82168,390401,56.27,5.41,1603,59,FALSE
39,39,0,2,13123,304523,850978,147.33,4.32,3666,99,FALSE
30,NA,0,0,3873,43399,392360,47.53,4.69,1535,31,FALSE
29,NA,0,3,4739,112219,206954,26.22,4.8,1030,144,FALSE
33,28,0,2,6576,216253,514856,70.23,4.48,1331,251,FALSE
33,NA,0,0,4380,168645,345212,56.62,4.89,1319,182,FALSE
42,39,0,2,8702,349185,744163,110.41,4.12,1919,286,TRUE
32,26,0,1,4978,162346,290317,31.17,5.29,1281,186,TRUE
29,NA,0,2,7525,254718,603789,81.56,4.89,1584,262,FALSE
34,NA,0,1,2836,86146,176032,29.63,4.29,504,265,FALSE
37,30,1,2,7812,222358,583610,95.33,4.84,2526,109,TRUE
34,38,0,2,6892,249672,577697,71.04,5.24,2981,105,TRUE
37,NA,1,2,3127,104264,268507,45.31,4.1,974,134,TRUE
32,NA,1,0,5179,181244,496259,87.57,5.02,1070,296,FALSE
37,36,1,2,11378,155918,577972,70.39,5.13,3592,49,FALSE
37,37,0,1,11390,251774,624221,77.94,4.42,2659,117,FALSE
42,NA,0,2,3540,80455,175055,31.4,4.73,938,105,FALSE
39,39,1,2,8015,102847,450026,56.8,4.67,2515,45,FALSE
41,37,1,2,8306,227672,463729,61.74,4.11,2244,125,FALSE
30,29,1,1,8753,152694,318186,51.62,4.93,1193,183,FALSE
34,NA,0,2,3799,37122,236949,41.57,4.35,1228,33,TRUE
42,NA,1,0,6205,88743,526038,66.16,5.36,1993,50,FALSE
38,34,1,1,6890,210283,331927,39.17,4.49,2688,93,TRUE
34,NA,0,0,2765,64132,329184,40.63,4.8,677,120,FALSE
37,34,1,2,8500,292368,597481,87.71,4.17,2276,171,FALSE
39,42,1,3,8501,160333,311977,44.6,5.58,1942,105,FALSE
28,27,0,1,5234,116791,370417,39.09,4.44,1124,132,FALSE
36,NA,0,3,5036,132841,261222,39,5.18,1150,161,FALSE
37,NA,0,1,3544,55942,185297,25.7,4.64,439,176,FALSE
36,NA,0,1,4171,140326,257521,38.14,4.92,794,316,FALSE
30,29,0,2,2133,196555,323575,36.32,5.18,1084,355,TRUE
24,13,0,0,4725,50014,491644,67.58,4.47,1172,47,FALSE
29,26,1,2,5598,206856,304823,53.3,4.73,1450,211,TRUE
35,33,0,3,6481,131331,515208,81.43,5.43,1226,147,FALSE
49,48,1,2,11755,55324,717608,95.86,4.8,2403,25,FALSE
34,NA,0,0,3623,91112,187270,39.76,5.16,505,349,FALSE
32,NA,0,3,5418,169498,350267,39.25,5.15,1691,132,TRUE
41,NA,0,1,4221,84380,292077,41.4,4.78,1061,96,FALSE
29,23,1,1,2252,129874,342093,62.21,4.68,694,337,TRUE
42,NA,1,0,3592,134837,320263,57.83,5.01,769,317,FALSE
27,21,0,3,4632,105200,249707,48.79,5.38,1312,100,TRUE
30,NA,0,0,2013,50266,299132,44.58,4.39,338,216,FALSE
34,29,1,1,7838,66031,509384,124.24,4.39,1524,48,FALSE
23,22,1,0,5487,30121,326385,53.85,4.52,1237,26,FALSE
41,NA,1,2,7315,149162,652550,83.94,5.44,2511,70,FALSE
38,32,0,2,10467,146711,633183,105.39,4.81,2581,65,FALSE
33,30,1,2,6981,129204,323030,49.13,5.06,1843,84,TRUE
32,25,1,3,9235,52737,500893,76.73,5.07,1992,29,FALSE
35,27,0,2,7754,90340,545577,78.32,4.59,1747,58,FALSE
30,NA,1,0,2329,114264,359414,48.86,5.42,680,316,FALSE
33,NA,0,0,4318,183454,325971,47.49,4.85,1097,280,FALSE
36,NA,0,1,3503,139881,257602,42.03,4.69,1283,143,TRUE
38,39,1,3,9870,107499,546669,70.62,4.59,3427,34,FALSE
34,NA,1,1,4695,62473,336982,71.79,5.54,1661,42,FALSE
30,31,0,1,5075,146077,382780,41.77,4.14,1939,88,FALSE
39,37,1,0,15336,194889,720359,134.17,5.11,3389,67,FALSE
41,34,0,3,9808,483409,627783,96.33,5.15,3151,251,TRUE
39,NA,0,0,7103,83635,539071,92.37,4.25,1683,55,FALSE
37,36,0,2,11173,480397,1116193,134.92,5.35,2825,320,FALSE
36,NA,1,1,8626,119138,389285,69.54,4.23,1671,83,FALSE
36,NA,0,3,2215,41118,345918,49.53,4.83,754,62,FALSE
34,NA,0,1,5271,162768,466176,56.74,4.75,1919,104,TRUE
43,41,1,2,20074,701061,1692260,221.5,4.12,4163,252,FALSE
45,38,0,2,8469,232641,683122,88.35,5.59,2256,141,FALSE
26,NA,0,0,2382,39430,149809,25.14,4.77,487,98,FALSE
31,29,1,1,7061,150775,341900,61.13,5.07,1776,106,FALSE
37,38,0,2,7734,239390,522226,80.84,4.64,1919,171,FALSE
40,40,1,2,8138,122303,411994,71.44,4.75,1440,104,FALSE
27,26,1,2,5253,72903,339528,50.51,4.42,1014,84,FALSE
35,36,0,3,5401,51019,141710,27.77,4.75,978,59,FALSE
31,29,0,2,8088,141427,536055,76.47,4.73,1368,134,FALSE
35,31,0,2,4317,124454,440713,63.04,5.22,872,224,FALSE
29,29,0,3,3725,149648,403205,77.45,4.68,1022,218,TRUE
43,44,1,2,10556,307699,839152,129.14,5.45,2437,189,FALSE
44,42,1,2,10046,62354,772493,97.97,4.82,2240,30,FALSE
37,34,1,2,14036,295891,977966,150.41,4.74,3819,93,FALSE
32,27,0,1,6091,68704,294999,39.47,4.4,2119,35,FALSE
42,43,1,1,8857,268808,1039614,117.63,4.08,2211,158,FALSE
34,NA,0,1,4140,140158,289179,33.83,4.83,1125,174,FALSE
35,NA,0,0,3067,138147,369648,55.32,4.32,1073,174,TRUE
32,30,1,1,11692,255695,594254,112.06,4.5,2594,124,FALSE
35,32,1,2,9059,188119,612021,97.1,4.94,2231,104,FALSE
35,31,1,1,10689,206822,529758,89.29,4.71,2624,95,FALSE
35,32,1,2,3000,61092,204121,28.9,5.15,532,159,FALSE
36,NA,0,0,8339,86088,414150,59.59,4.63,3264,28,FALSE
30,29,1,1,8640,78452,563269,100.89,4.91,2319,37,FALSE
34,32,1,2,10007,520056,845862,151.29,5.07,2865,346,FALSE
27,26,0,2,4757,132860,300834,42.01,5.25,1657,99,TRUE
36,37,1,2,10308,293858,771044,138.18,4.5,2935,126,TRUE
38,32,0,2,8133,251196,450555,69.04,4.41,1663,221,TRUE
42,41,1,2,11444,126725,743841,123.01,4.68,3563,39,FALSE
45,NA,1,2,8380,176256,672750,111.18,4.3,1761,125,FALSE
29,30,0,2,7970,439526,589147,86.12,4.74,3026,217,TRUE
31,NA,0,1,3539,141961,179263,30.68,4.64,800,301,TRUE
37,NA,0,1,5514,74092,189640,25.84,5.39,1814,46,FALSE
25,23,0,2,5545,67168,191850,27.47,4.39,1355,55,FALSE
29,NA,0,1,4431,135922,357242,53.28,4.37,1500,111,TRUE
36,NA,1,0,2951,100484,241705,32.61,4.61,539,329,FALSE
39,NA,1,2,7926,292551,625001,95.42,4.38,1678,278,FALSE
30,NA,1,0,4307,109236,156100,25.44,4.62,1267,105,FALSE
39,33,1,2,10617,158655,386256,65.07,4.53,2758,65,FALSE
38,NA,0,2,2563,151575,230378,39.92,4.71,916,268,TRUE
44,42,1,1,13550,256587,661494,93.59,5.27,3081,104,FALSE
30,31,1,2,7484,140008,446864,89.07,5.09,1800,95,FALSE
42,38,1,3,3778,100338,220871,28.04,5.35,1337,92,TRUE
28,22,0,2,6516,12846,300876,59.84,5.45,1632,9,FALSE
26,26,1,1,5341,224111,668237,89.54,5.29,1359,296,FALSE
36,35,1,2,7214,149681,306575,48.88,4.31,1614,113,FALSE
35,NA,1,2,5802,181163,291957,50.13,4.26,1941,114,TRUE
35,33,1,2,7794,228189,739371,109.96,5.48,1971,166,FALSE
46,NA,0,1,2882,74510,233408,44.68,4.55,802,115,FALSE
26,NA,0,1,5164,72274,301625,48.61,5.08,1058,81,FALSE
45,42,0,3,9985,433930,969178,173.75,5.2,3340,192,FALSE
37,34,1,2,9317,64526,318654,63.25,5.13,2001,35,FALSE
35,33,1,2,10131,127692,686157,109.4,5.32,1938,79,FALSE
38,27,1,1,14926,255986,746271,121.88,4.54,3693,81,FALSE
33,NA,1,1,2512,39506,173694,30.58,4.15,611,74,FALSE
30,29,1,2,6602,200470,813049,140.52,4.37,1915,133,FALSE
37,35,0,2,6571,311436,396535,56.31,4.6,1801,285,TRUE
36,NA,0,2,2165,127248,289540,52.73,5.17,1115,158,TRUE
34,29,1,1,8472,238604,591544,117.3,4.4,1467,248,FALSE
38,38,1,2,7232,87917,395489,66.08,5.13,1863,53,FALSE
35,33,1,1,13367,144177,631856,86.39,4.39,2838,57,FALSE
39,NA,0,2,3683,87398,166273,26.38,4.32,1041,101,TRUE
40,37,1,2,11319,94452,353205,83.5,4.49,2610,39,FALSE
41,43,1,3,14881,486605,1005767,147.43,4.6,3493,200,FALSE
36,NA,1,1,4463,103901,292471,37.41,5.19,1634,75,TRUE
37,38,0,3,5656,68847,474260,75.16,4.15,1313,58,FALSE
40,NA,1,3,5981,56892,227941,31.08,4.3,1778,35,FALSE
34,30,1,2,8991,86314,334486,56.15,4.75,2263,42,FALSE
38,30,1,1,4854,128826,385947,55.5,5.32,1153,155,FALSE
34,32,1,2,9984,364518,949287,156.03,4.96,2307,257,FALSE
40,34,1,1,14599,326860,1532950,213.89,4.43,3657,109,FALSE
41,38,1,2,9394,97551,1249495,168.6,4.38,2562,42,FALSE
36,36,1,2,8794,132086,501116,87.09,5.13,2316,66,FALSE
38,34,0,2,4975,74261,149616,29.81,4.69,1704,48,TRUE
36,36,1,2,9392,51930,542192,74.07,4.41,2513,22,FALSE
42,42,1,3,9970,415794,990132,169.08,5.09,3081,201,FALSE
29,NA,0,0,4315,155321,201437,30.53,5.15,856,353,FALSE
37,36,1,2,10404,177690,513799,70.48,4.82,2730,76,FALSE
45,39,1,1,9713,174986,461572,91.91,5.1,2187,98,FALSE
40,NA,0,0,5262,186974,333525,60.84,4.09,1031,283,FALSE
32,33,1,1,12037,332252,608759,78.58,4.78,3302,129,FALSE
42,NA,0,3,6175,95416,730812,106.3,4.22,2707,38,TRUE
24,NA,1,0,4642,114137,446065,56.13,5.82,1349,110,FALSE
32,35,1,2,10075,30178,515114,68.93,5.14,2711,12,FALSE
38,NA,0,1,3630,72161,256036,50.62,4.71,610,160,FALSE
41,35,1,2,7417,121487,434103,51.55,5.15,1883,76,FALSE
41,38,1,3,7364,86156,302307,41.56,4.63,1689,57,FALSE
36,35,1,2,7014,94081,441078,55.19,5.06,1919,56,FALSE
33,NA,0,0,4549,119568,255421,42.1,4.59,734,256,FALSE
38,NA,0,1,2080,43244,412021,55.29,5.06,421,135,FALSE
42,39,1,3,8907,148246,484527,83.64,5.19,2493,69,FALSE
31,NA,0,1,8352,193660,484582,70.27,5.37,2558,93,FALSE
38,33,0,3,5877,138490,278870,37.01,5.32,1723,100,FALSE
36,33,1,1,14726,301360,670952,91.61,4.47,4064,87,FALSE
31,NA,1,2,6154,47537,162377,28.78,4.8,1649,31,FALSE
37,NA,0,2,7400,102058,647984,81.93,5.18,1518,80,FALSE
32,NA,1,0,3719,90476,335384,60.67,4.92,875,135,FALSE
43,40,1,2,9795,134610,240894,39.24,4.99,2936,51,TRUE
39,35,1,2,11095,88376,617540,77,5.67,3260,30,FALSE
38,35,0,3,6786,242742,619892,86.36,4.82,1326,332,FALSE
34,30,1,2,6429,167858,607759,66.75,4.44,1642,129,FALSE
40,37,1,3,15947,447077,1066510,177.22,4.67,3797,158,FALSE
32,28,0,2,6211,279747,356128,44.3,4.39,1524,305,TRUE
27,29,0,2,5673,88192,265539,61.51,4.5,1146,91,FALSE
30,NA,1,1,7122,15149,504661,80.72,4.19,2416,7,FALSE
36,33,1,2,10746,458872,965875,140.45,4.32,3609,171,FALSE
35,33,1,2,2796,80421,202197,35.38,4.29,930,104,TRUE
35,34,0,2,6961,41597,288198,53.37,4.77,1499,30,FALSE
35,34,0,3,7622,324889,405375,95.36,4.27,1936,256,TRUE
35,NA,1,0,7008,79314,321503,45.87,4.87,1808,49,FALSE
45,NA,1,1,9348,178904,770376,114.35,4.46,1386,177,FALSE
28,NA,0,2,2607,40323,163977,29.54,4.97,605,79,FALSE
31,NA,1,0,4663,125727,209223,30.13,5.08,1394,114,TRUE
33,28,1,2,8626,285962,809048,137.15,4.7,1946,220,TRUE
30,29,1,2,7942,443062,1012297,143,5.51,2702,306,TRUE
35,NA,1,0,4988,11715,309234,55.97,5.46,1094,12,FALSE
35,30,0,2,6912,312594,404507,55.14,4.17,1981,230,TRUE
27,NA,0,0,2845,193833,363908,56.71,4.61,1431,192,TRUE
42,41,1,2,10191,166952,382741,82.01,4.69,2507,78,FALSE
39,NA,1,1,3083,85970,234434,28.52,5.14,727,166,FALSE
31,31,0,0,4600,100323,256841,34.1,5.13,853,164,FALSE
27,NA,0,2,3424,37112,208996,31.58,4.84,646,66,FALSE
34,30,1,1,11386,359418,589414,71.28,4.56,2445,216,FALSE
31,29,1,1,7887,37795,212834,31.89,4.58,1620,25,FALSE
32,NA,1,0,2886,138903,173107,47.78,4.98,1019,202,TRUE
35,34,1,1,9045,214120,390623,74.99,4.45,1704,170,FALSE
30,NA,0,0,2650,63017,273659,41.71,4.72,337,339,FALSE
37,NA,1,1,8964,62334,347416,47.39,4.31,2391,28,FALSE
35,31,0,1,5121,44146,215202,28.96,4.7,1257,38,FALSE
36,31,0,3,5003,237706,294735,55.07,5.29,1398,315,TRUE
42,43,1,2,10383,358893,466421,66.88,5,2310,251,FALSE
39,36,1,2,11119,197817,1228849,139.96,4.85,1811,145,FALSE
37,32,0,3,6156,111528,467137,73.38,4.1,1429,91,FALSE
41,47,0,1,5179,146003,332410,43.79,4.53,1010,210,FALSE
40,33,1,3,5807,205349,735535,108.39,4.44,1689,162,FALSE
33,36,1,2,6631,241788,370387,61.12,4.64,2106,153,TRUE
41,37,1,3,7931,430876,668109,80.67,5.31,2477,333,TRUE
30,24,0,0,6409,213933,256579,40.33,5.53,2037,144,TRUE
36,NA,0,0,2936,47260,182817,30.85,4.39,814,66,FALSE
30,27,1,1,6645,72974,375667,56.12,5.02,1128,76,FALSE
33,30,1,2,9617,377315,583431,104.24,4.93,2296,275,FALSE
34,30,0,2,7435,84568,307869,43.24,4.85,2036,46,FALSE
35,29,1,3,8981,138615,537700,99.39,5.26,1951,86,FALSE
33,34,1,2,5225,86035,283739,49.57,4.93,1247,82,FALSE
31,26,1,3,4462,91920,220552,35.43,5.52,704,200,FALSE
31,NA,0,1,2771,87757,193370,25.4,4.71,1038,103,TRUE
30,28,0,0,2491,105938,229713,27.14,4.23,537,338,FALSE
41,35,0,2,8919,331715,570530,105.07,4.88,1856,320,FALSE
33,34,1,1,10791,429761,559572,112.59,5.44,3070,223,FALSE
39,35,1,2,5668,246061,635072,85.67,4.07,1437,257,FALSE
32,33,1,1,11414,178432,455395,78.26,4.37,1820,122,FALSE
30,25,1,2,5775,116268,290791,48.93,5.39,1260,120,FALSE
37,34,1,3,13306,539750,681332,110.93,5.01,3315,274,FALSE
39,38,1,1,12142,46355,829889,148.38,4.65,2290,22,FALSE
37,39,1,3,11574,146971,629483,104.15,4.82,2519,67,FALSE
28,28,1,1,4865,140794,526896,84.86,4.93,1255,151,FALSE
21,NA,0,0,3910,148995,273464,38.14,4.16,744,343,TRUE
38,NA,1,1,4641,184488,214250,32.7,4.74,1810,131,TRUE
34,NA,0,1,4063,203509,323717,62.11,5.19,1285,268,TRUE
31,NA,0,0,3830,177236,292054,33.67,4.9,1207,225,FALSE
29,28,0,0,3238,90808,272685,43.84,4.73,549,269,FALSE
47,44,1,3,7330,185802,482607,67.15,5.02,1841,132,FALSE
25,NA,1,0,4287,70292,226785,40.26,5.01,924,92,FALSE
25,26,0,3,3952,124642,584478,84.45,4.18,1606,91,TRUE
40,36,1,1,10252,218537,392493,46.23,4.85,3328,77,FALSE
36,37,1,3,8397,166555,333401,63.87,4.49,2442,79,TRUE
40,NA,0,1,3607,56114,151521,29.78,4.95,801,83,FALSE
25,26,0,0,5085,249282,567539,65.04,5.71,1461,352,FALSE
45,44,1,2,8201,79269,420276,54.02,4.73,2008,43,FALSE
31,37,1,2,11343,451028,778016,131.2,4.13,2364,312,FALSE
42,39,1,2,10293,243881,919256,159.51,5.49,3191,95,FALSE
36,31,1,1,15565,516736,1473014,171.6,4.95,4230,171,FALSE
32,NA,1,2,3383,45331,168094,25.04,4.23,906,56,FALSE
33,NA,0,1,2595,141086,279514,36.31,5.31,815,329,FALSE
35,36,1,2,10931,282174,805553,123.57,4.44,2445,151,FALSE
35,NA,0,2,4099,115235,226986,26.99,4.71,752,235,FALSE
37,30,1,2,14966,149344,615168,126.24,4.62,4393,37,FALSE
31,30,1,1,5891,42613,317654,57.64,4.33,1157,40,FALSE
40,34,1,2,8347,256706,871887,157.21,4.27,1710,216,FALSE
22,20,1,0,2973,47540,130501,26.83,4.7,581,99,FALSE
45,42,1,3,18105,492690,1256446,253.93,4.38,4158,156,FALSE
34,31,1,3,7539,461596,639995,111.77,4.1,2806,243,TRUE
35,NA,0,1,2445,25527,183085,28.18,4.71,524,55,FALSE
33,33,1,1,18699,172518,1883224,297.79,4.93,5658,33,FALSE
23,22,0,0,6814,110164,222939,27.85,4.81,1451,91,FALSE
40,NA,1,0,7797,248222,468081,87.41,4.8,1987,174,FALSE
34,NA,0,0,3174,57172,329148,33.7,4.58,500,151,FALSE
41,NA,1,3,6820,91452,190844,26.24,4.5,1306,82,FALSE
38,35,0,1,4354,40300,191200,35.16,5.01,899,50,FALSE
34,NA,0,0,2833,26763,225588,37.14,4.97,700,42,FALSE
34,NA,0,0,4027,193389,441144,65.51,5.17,1090,337,FALSE
44,NA,1,1,6868,56130,272368,56.85,5.69,2256,27,FALSE
31,NA,0,2,3103,22980,435668,60.89,4.86,1057,23,FALSE
34,34,1,1,8373,123436,212374,33.45,4.93,2024,71,FALSE
43,NA,1,3,10126,37696,675104,131.19,4.3,2624,15,FALSE
34,35,1,2,9127,209210,458095,80.75,4.67,1600,184,FALSE
33,NA,0,0,9015,208142,533328,69.48,4.12,1938,135,FALSE
30,25,1,1,7193,82047,562675,71,5.37,1964,47,FALSE
32,32,1,1,6154,18637,183659,26.89,4.87,1911,10,FALSE
30,28,1,0,11214,85352,658563,100.59,4.63,3180,29,FALSE
38,35,1,1,7493,38852,334615,67.49,4.04,2238,18,FALSE
34,NA,1,0,2818,171933,373268,65.12,5.58,1258,218,TRUE
32,27,1,1,8155,245292,520327,100.14,4.7,1831,191,FALSE
38,33,1,2,5496,305870,685184,83.61,4.45,1550,356,TRUE
34,28,1,2,11895,24420,723094,85.13,5.2,2132,12,FALSE
44,NA,0,0,3693,55696,241900,41,4.21,1075,58,FALSE
38,NA,1,0,7326,263127,573636,97.84,5.55,1759,256,FALSE
34,28,0,2,8420,179699,433924,53.75,4.44,3161,64,FALSE
42,41,1,2,10579,122029,869818,139.64,5.12,3305,41,FALSE
39,35,1,3,7769,296031,721249,101.47,5.45,1700,346,TRUE
29,27,1,2,8493,28078,737151,91.13,4.19,2284,13,FALSE
35,34,1,2,5324,178900,325947,43.57,5.05,1675,143,TRUE
40,36,1,3,9158,404000,552861,96.2,4.4,2086,339,FALSE
35,32,1,2,8158,249950,787096,138.5,5.22,1812,212,FALSE
